Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
0,317.0,5.0,0.0,321013.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28607.0,1,1965.0,0.0,2763.0,25.0,1.0,3.0,4.0,3.0,6.0,25.0,14.0,14.0
0,62.0,3.0,2.0,321217.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14782.0,1,1955.0,0.0,2768.0,25.0,1.0,5.0,0.0,1.0,0.0,5.0,10.0,9.0
0,68.0,3.0,1.0,320799.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909427.0,1,1980.0,3.0,3258.0,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
0,149.0,3.0,7.0,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750777.0,1,1975.0,0.0,2973.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
0,40.0,3.0,2.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498427.0,1,1970.0,0.0,2668.0,25.0,1.0,4.0,3.0,10.0,3.0,9.0,8.0,0.0
0,62.0,2.0,3.0,321021.0,50.0,320705.0,20.0,320702.0,30.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18832.0,1,1975.0,0.0,2768.0,25.0,0.0,0.0,1.0,6.0,17.0,30.0,12.0,3.0
0,252.0,8.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498427.0,1,1970.0,0.0,2668.0,25.0,1.0,4.0,3.0,10.0,3.0,9.0,8.0,0.0
0,83.0,3.0,1.0,321021.0,50.0,320705.0,20.0,320702.0,30.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18832.0,1,1975.0,0.0,2768.0,25.0,0.0,0.0,1.0,6.0,17.0,30.0,12.0,3.0
0,282.0,1.0,6.0,260699.0,20.0,300499.0,30.0,300801.0,20.0,309901.0,30.0,0.0,0.0,630501.0,40.0,770101.0,40.0,770801.0,20.0,0.0,0.0,0.0,0.0,66092.0,1,1960.0,7.0,1033.0,1.0,1.0,5.0,1.0,4.0,5.0,14.0,4.0,8.0
1,97.0,3.0,1.0,321003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73422.0,1,1960.0,0.0,2713.0,25.0,1.0,5.0,4.0,4.0,9.0,12.0,9.0,8.0
0,24.0,3.0,2.0,270602.0,30.0,270603.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,730107.0,50.0,730118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,917012.0,1,1975.0,7.0,2678.0,25.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
0,24.0,3.0,1.0,321024.0,50.0,321028.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,70.0,730219.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,882497.0,1,1975.0,4.0,2563.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
0,24.0,3.0,2.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86672.0,1,1975.0,7.0,2713.0,25.0,1.0,4.0,5.0,6.0,4.0,1.0,1.0,0.0
0,282.0,1.0,5.0,279901.0,70.0,300103.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,760101.0,50.0,620504.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60517.0,1,1965.0,7.0,1098.0,1.0,1.0,3.0,3.0,8.0,1.0,18.0,3.0,0.0
0,24.0,3.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,1,1970.0,7.0,2578.0,25.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0
0,97.0,3.0,1.0,321028.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741582.0,1,1975.0,0.0,2763.0,25.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0
0,97.0,3.0,1.0,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28607.0,1,1965.0,0.0,2763.0,25.0,1.0,3.0,4.0,4.0,6.0,25.0,14.0,14.0
0,172.0,3.0,0.0,321015.0,50.0,321012.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110517.0,1,1980.0,7.0,2728.0,25.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
0,24.0,3.0,2.0,321004.0,40.0,321206.0,20.0,321401.0,40.0,0.0,0.0,0.0,0.0,730114.0,60.0,730203.0,30.0,730213.0,10.0,0.0,0.0,0.0,0.0,78992.0,1,1945.0,7.0,2763.0,25.0,1.0,2.0,3.0,8.0,9.0,22.0,7.0,9.0
0,24.0,3.0,1.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66887.0,1,1955.0,7.0,2813.0,25.0,0.0,1.0,6.0,17.0,0.0,9.0,2.0,0.0
0,24.0,3.0,2.0,270103.0,60.0,270108.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,10.0,730104.0,20.0,730203.0,60.0,730111.0,10.0,0.0,0.0,156692.0,1,1970.0,7.0,3268.0,31.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
0,282.0,1.0,6.0,260699.0,30.0,300103.0,30.0,300199.0,40.0,0.0,0.0,0.0,0.0,620501.0,40.0,770101.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,66092.0,1,1960.0,7.0,1033.0,1.0,1.0,5.0,1.0,4.0,5.0,14.0,4.0,8.0
0,24.0,3.0,1.0,270603.0,60.0,270604.0,30.0,320603.0,10.0,0.0,0.0,0.0,0.0,770903.0,50.0,730115.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,73402.0,1,1965.0,0.0,3268.0,31.0,1.0,5.0,5.0,8.0,4.0,13.0,5.0,1.0
1,24.0,3.0,1.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72037.0,1,1970.0,7.0,2713.0,25.0,1.0,3.0,8.0,12.0,9.0,6.0,7.0,0.0
0,83.0,3.0,1.0,270199.0,50.0,270107.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730203.0,25.0,730211.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,651607.0,1,1980.0,7.0,2653.0,25.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
1,269.0,3.0,1.0,321015.0,50.0,321202.0,40.0,270203.0,10.0,0.0,0.0,0.0,0.0,730117.0,60.0,730203.0,20.0,730213.0,20.0,0.0,0.0,0.0,0.0,937957.0,1,1975.0,7.0,2523.0,25.0,1.0,4.0,3.0,0.0,3.0,8.0,0.0,3.0
1,323.0,3.0,1.0,310101.0,10.0,310106.0,20.0,310201.0,30.0,310299.0,10.0,319999.0,30.0,680201.0,10.0,680202.0,10.0,680399.0,20.0,680602.0,25.0,680603.0,35.0,870077.0,1,1980.0,7.0,3508.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0
0,68.0,3.0,1.0,270107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651607.0,1,1980.0,7.0,2653.0,25.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
1,278.0,5.0,0.0,420304.0,40.0,430105.0,40.0,420302.0,20.0,0.0,0.0,0.0,0.0,750702.0,40.0,751099.0,30.0,750902.0,30.0,0.0,0.0,0.0,0.0,68252.0,1,1960.0,7.0,528.0,7.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0
0,24.0,3.0,2.0,321028.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741582.0,1,1975.0,0.0,2763.0,25.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0
1,47.0,2.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35602.0,1,1965.0,7.0,2653.0,25.0,1.0,3.0,4.0,3.0,17.0,14.0,11.0,9.0
0,84.0,3.0,1.0,320799.0,25.0,279999.0,25.0,259999.0,50.0,0.0,0.0,0.0,0.0,730101.0,30.0,730104.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,69262.0,1,1960.0,7.0,2653.0,25.0,1.0,5.0,2.0,0.0,8.0,14.0,9.0,10.0
0,60.0,5.0,2.0,280112.0,40.0,280203.0,30.0,280204.0,30.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9067.0,2,1960.0,7.0,2538.0,25.0,1.0,2.0,5.0,7.0,17.0,23.0,8.0,5.0
0,20.0,3.0,5.0,321008.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730203.0,30.0,730103.0,60.0,730199.0,10.0,0.0,0.0,0.0,0.0,641012.0,1,1975.0,0.0,2853.0,25.0,0.0,4.0,0.0,9.0,2.0,5.0,6.0,1.0
0,24.0,3.0,2.0,320899.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730112.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330592.0,1,1965.0,7.0,2553.0,25.0,1.0,4.0,3.0,5.0,0.0,2.0,0.0,0.0
0,158.0,8.0,0.0,321003.0,40.0,321003.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889197.0,1,1975.0,0.0,2713.0,25.0,1.0,4.0,1.0,6.0,5.0,1.0,2.0,2.0
0,183.0,1.0,3.0,390111.0,50.0,390499.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,750504.0,50.0,750704.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,85082.0,1,1965.0,7.0,3658.0,22.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0
0,183.0,1.0,7.0,321299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988842.0,1,1975.0,0.0,2543.0,25.0,1.0,4.0,2.0,1.0,1.0,1.0,8.0,2.0
1,24.0,3.0,1.0,321003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8732.0,1,1965.0,7.0,2713.0,25.0,1.0,5.0,3.0,7.0,2.0,5.0,2.0,0.0
0,24.0,3.0,2.0,320701.0,25.0,320702.0,25.0,321003.0,50.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8732.0,1,1965.0,7.0,2713.0,25.0,1.0,5.0,3.0,7.0,2.0,5.0,2.0,0.0
0,6.0,3.0,1.0,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,1,1965.0,7.0,2533.0,25.0,1.0,3.0,4.0,4.0,10.0,26.0,15.0,14.0
0,325.0,3.0,2.0,320205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78967.0,1,1955.0,1.0,2728.0,25.0,1.0,2.0,7.0,8.0,7.0,10.0,10.0,2.0
0,21.0,4.0,1.0,250302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493317.0,1,1970.0,4.0,3048.0,31.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0
0,183.0,1.0,8.0,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124477.0,1,1955.0,7.0,2543.0,25.0,1.0,4.0,1.0,2.0,2.0,0.0,6.0,7.0
0,83.0,3.0,1.0,320702.0,20.0,270101.0,60.0,270805.0,20.0,0.0,0.0,0.0,0.0,730211.0,20.0,780105.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,289377.0,1,1975.0,7.0,2603.0,25.0,1.0,4.0,2.0,3.0,8.0,2.0,1.0,0.0
0,24.0,3.0,2.0,320299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78967.0,1,1955.0,1.0,2728.0,25.0,1.0,2.0,7.0,8.0,7.0,10.0,10.0,2.0
1,21.0,4.0,1.0,260107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80187.0,1,1945.0,7.0,3123.0,31.0,0.0,1.0,4.0,1.0,7.0,15.0,29.0,5.0
0,20.0,2.0,1.0,270107.0,40.0,321013.0,40.0,320702.0,20.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945297.0,1,1970.0,7.0,2778.0,25.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0
0,47.0,2.0,1.0,270199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24017.0,2,1970.0,7.0,2603.0,25.0,1.0,3.0,4.0,2.0,8.0,3.0,9.0,0.0
0,183.0,1.0,8.0,321299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0,1,1955.0,7.0,2543.0,25.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0
1,83.0,3.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114842.0,1,1970.0,7.0,2578.0,25.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,0.0
0,24.0,3.0,2.0,321206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17367.0,1,1960.0,9.0,2523.0,25.0,1.0,3.0,3.0,7.0,8.0,5.0,15.0,6.0
0,42.0,9.0,1.0,321103.0,60.0,321029.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730302.0,60.0,730220.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,500267.0,1,1955.0,0.0,2568.0,25.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
0,183.0,1.0,3.0,321212.0,70.0,321203.0,10.0,321210.0,10.0,321299.0,10.0,0.0,0.0,730204.0,70.0,730299.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,27722.0,1,1945.0,7.0,2853.0,25.0,0.0,3.0,0.0,1.0,1.0,2.0,14.0,12.0
0,5.0,3.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,77807.0,1,1970.0,7.0,2578.0,25.0,1.0,3.0,2.0,3.0,6.0,4.0,3.0,2.0
0,183.0,1.0,8.0,321203.0,40.0,321214.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,70.0,730307.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40937.0,1,1965.0,7.0,2853.0,25.0,1.0,3.0,0.0,1.0,10.0,11.0,0.0,16.0
0,24.0,3.0,2.0,320603.0,50.0,321005.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,1,1960.0,4.0,2678.0,25.0,1.0,5.0,7.0,22.0,0.0,13.0,12.0,0.0
0,97.0,3.0,1.0,270603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975127.0,1,1960.0,2.0,2668.0,25.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0
0,6.0,3.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69262.0,1,1960.0,7.0,2653.0,25.0,1.0,5.0,2.0,0.0,8.0,14.0,9.0,10.0
0,62.0,3.0,7.0,321105.0,50.0,321204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748607.0,1,1975.0,0.0,2813.0,25.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0
1,21.0,4.0,1.0,419901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74512.0,1,1945.0,7.0,528.0,7.0,1.0,5.0,3.0,4.0,2.0,4.0,1.0,1.0
1,51.0,7.0,1.0,291499.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22847.0,1,1980.0,7.0,2053.0,19.0,1.0,3.0,8.0,2.0,10.0,6.0,5.0,0.0
1,21.0,4.0,1.0,410101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,25.0,750202.0,50.0,750304.0,25.0,0.0,0.0,0.0,0.0,80942.0,1,1945.0,7.0,3708.0,10.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,3.0
0,183.0,1.0,6.0,321299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602687.0,1,1950.0,0.0,4418.0,25.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1,21.0,4.0,1.0,321016.0,75.0,321003.0,20.0,321004.0,5.0,0.0,0.0,0.0,0.0,730111.0,75.0,730106.0,20.0,730105.0,5.0,0.0,0.0,0.0,0.0,115407.0,2,1970.0,9.0,2878.0,25.0,1.0,4.0,2.0,1.0,99.0,24.0,66.0,25.0
0,24.0,3.0,2.0,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109222.0,1,1950.0,7.0,3198.0,31.0,0.0,4.0,0.0,2.0,8.0,16.0,0.0,0.0
0,141.0,3.0,0.0,321202.0,50.0,321028.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730217.0,40.0,730218.0,30.0,730114.0,30.0,0.0,0.0,0.0,0.0,8772.0,1,1965.0,7.0,2763.0,25.0,0.0,1.0,5.0,8.0,8.0,19.0,14.0,5.0
0,330.0,9.0,1.0,390106.0,15.0,390113.0,15.0,390402.0,15.0,399901.0,15.0,419999.0,40.0,750502.0,33.0,750503.0,33.0,750805.0,34.0,0.0,0.0,0.0,0.0,82427.0,1,1955.0,7.0,653.0,7.0,0.0,2.0,4.0,7.0,0.0,1.0,0.0,4.0
0,24.0,3.0,1.0,270103.0,30.0,320702.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755517.0,1,1975.0,1.0,2538.0,25.0,1.0,4.0,2.0,7.0,3.0,2.0,1.0,2.0
1,275.0,3.0,1.0,380106.0,50.0,380107.0,25.0,389999.0,25.0,0.0,0.0,0.0,0.0,750307.0,25.0,750503.0,50.0,750312.0,25.0,0.0,0.0,0.0,0.0,66957.0,1,1940.0,7.0,2558.0,25.0,1.0,2.0,2.0,1.0,0.0,4.0,7.0,3.0
0,347.0,8.0,0.0,250499.0,40.0,400303.0,20.0,430207.0,20.0,310102.0,20.0,0.0,0.0,749999.0,40.0,750802.0,30.0,750902.0,30.0,0.0,0.0,0.0,0.0,447447.0,1,1965.0,7.0,653.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0
0,24.0,3.0,2.0,321012.0,50.0,321015.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,730118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,110517.0,1,1980.0,7.0,2728.0,25.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
0,21.0,4.0,1.0,350212.0,50.0,380108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,720403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33227.0,1,1965.0,1.0,1623.0,13.0,1.0,3.0,0.0,1.0,4.0,8.0,10.0,3.0
0,21.0,4.0,1.0,250199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7947.0,1,1960.0,9.0,3048.0,31.0,1.0,5.0,7.0,2.0,30.0,16.0,4.0,4.0
0,282.0,1.0,0.0,300901.0,40.0,309902.0,40.0,350211.0,20.0,0.0,0.0,0.0,0.0,770802.0,60.0,729901.0,10.0,770101.0,30.0,0.0,0.0,0.0,0.0,90602.0,1,1965.0,7.0,1038.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0
0,24.0,3.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114842.0,1,1970.0,7.0,2578.0,25.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,0.0
1,34.0,8.0,1.0,320702.0,50.0,270107.0,25.0,270108.0,25.0,0.0,0.0,0.0,0.0,730104.0,50.0,730203.0,25.0,730211.0,25.0,0.0,0.0,0.0,0.0,69142.0,1,1950.0,1.0,2653.0,25.0,1.0,5.0,2.0,4.0,6.0,6.0,10.0,1.0
0,347.0,8.0,2.0,290901.0,20.0,321013.0,20.0,321016.0,20.0,321018.0,20.0,320702.0,20.0,740301.0,20.0,740401.0,5.0,780105.0,75.0,0.0,0.0,0.0,0.0,79567.0,1,1955.0,7.0,2883.0,25.0,0.0,5.0,0.0,2.0,9.0,7.0,15.0,4.0
1,34.0,8.0,1.0,270102.0,60.0,270103.0,20.0,270107.0,20.0,0.0,0.0,0.0,0.0,730104.0,60.0,730203.0,20.0,730107.0,20.0,0.0,0.0,0.0,0.0,28502.0,1,1970.0,8.0,2603.0,25.0,1.0,3.0,3.0,5.0,13.0,11.0,6.0,2.0
0,415.0,6.0,0.0,300501.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630107.0,50.0,670503.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,860357.0,1,1970.0,0.0,1258.0,34.0,1.0,4.0,1.0,2.0,4.0,23.0,6.0,0.0
1,27.0,7.0,1.0,420202.0,50.0,420308.0,25.0,430101.0,25.0,0.0,0.0,0.0,0.0,750901.0,50.0,751001.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63232.0,1,1960.0,7.0,653.0,7.0,1.0,5.0,2.0,1.0,2.0,14.0,18.0,1.0
0,282.0,1.0,0.0,300303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85642.0,1,1955.0,7.0,3258.0,31.0,1.0,3.0,10.0,11.0,35.0,44.0,40.0,12.0
0,24.0,3.0,2.0,270106.0,65.0,270899.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809672.0,1,1965.0,0.0,3268.0,31.0,1.0,4.0,0.0,1.0,2.0,5.0,2.0,2.0
1,34.0,8.0,1.0,270107.0,50.0,270103.0,25.0,320702.0,25.0,0.0,0.0,0.0,0.0,730104.0,30.0,730203.0,40.0,730211.0,30.0,0.0,0.0,0.0,0.0,308557.0,1,1975.0,7.0,2538.0,25.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0
1,34.0,8.0,1.0,270107.0,50.0,270103.0,25.0,320702.0,25.0,0.0,0.0,0.0,0.0,730104.0,30.0,730203.0,40.0,730211.0,30.0,0.0,0.0,0.0,0.0,308557.0,1,1975.0,7.0,2538.0,25.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0
1,36.0,1.0,8.0,300203.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,620105.0,50.0,620501.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,352352.0,1,1955.0,7.0,998.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0
1,58.0,6.0,1.0,291499.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22847.0,1,1980.0,7.0,2053.0,19.0,1.0,3.0,9.0,2.0,10.0,6.0,5.0,0.0
0,281.0,7.0,3.0,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885632.0,1,1960.0,7.0,3198.0,31.0,0.0,1.0,0.0,3.0,4.0,14.0,7.0,2.0
